applicant_name,age,gender,marital_status,education,employment_status,annual_income,monthly_income,coapplicant_income,loan_amount,loan_term,credit_score,existing_loans,savings,property_area,dti_ratio,collateral_value,loan_purpose,dependents,loan_status
Carlos Miller,32,Female,Single,Graduate,Salaried,95500.0,7958.33,0.0,208000.0,36,703,2,9900.0,Urban,80.14,369800.0,Auto Loan,1,1
Amit Verma,52,Male,Single,Post Graduate,Salaried,162500.0,13541.67,0.0,126000.0,180,628,4,54400.0,Urban,14.03,108000.0,Home Loan,0,1
David Garcia,52,Female,Single,Graduate,Salaried,116800.0,9733.33,0.0,10000.0,240,599,0,31000.0,Urban,5.0,5600.0,Personal Loan,0,1
Jessica Davis,48,Male,Single,Not Graduate,Salaried,141900.0,11825.0,0.0,12000.0,36,719,0,15200.0,Urban,5.0,16600.0,Business Loan,0,1
Patricia Davis,33,Female,Single,Graduate,Self-Employed,108100.0,9008.33,0.0,148000.0,180,709,1,16500.0,Semiurban,12.46,123800.0,Home Loan,3,1
Patricia Davis,51,Male,Single,Graduate,Unemployed,73200.0,6100.0,0.0,137000.0,24,698,2,78100.0,Urban,85.0,31800.0,Personal Loan,1,0
Carlos Williams,34,Female,Married,Graduate,Self-Employed,28400.0,2366.67,200.0,191000.0,48,681,0,7400.0,Semiurban,85.0,325800.0,Home Loan,1,1
John Hernandez,40,Female,Single,Not Graduate,Unemployed,34300.0,2858.33,0.0,335000.0,360,635,4,35500.0,Urban,74.54,179100.0,Personal Loan,0,0
Sarah Gonzalez,38,Male,Married,Graduate,Self-Employed,30800.0,2566.67,100.0,228000.0,36,850,1,36900.0,Rural,85.0,281900.0,Auto Loan,1,1
Charles Williams,49,Male,Married,Post Graduate,Salaried,61600.0,5133.33,9400.0,168000.0,24,656,4,76700.0,Urban,85.0,81800.0,Personal Loan,0,0
Rahul Jones,26,Female,Married,Graduate,Self-Employed,51500.0,4291.67,1300.0,290000.0,60,611,0,37500.0,Urban,85.0,113200.0,Education Loan,0,0
Sarah Lopez,52,Male,Single,Graduate,Self-Employed,110800.0,9233.33,0.0,194000.0,360,684,1,26300.0,Semiurban,9.09,102900.0,Personal Loan,0,1
Elizabeth Gonzalez,49,Male,Divorced,Graduate,Salaried,157300.0,13108.33,0.0,324000.0,24,666,2,69800.0,Urban,85.0,537600.0,Business Loan,0,1
Priya Jones,63,Male,Single,Not Graduate,Salaried,43400.0,3616.67,0.0,120000.0,60,654,2,53000.0,Semiurban,71.89,133100.0,Auto Loan,1,1
Jennifer Smith,22,Male,Single,Post Graduate,Self-Employed,51800.0,4316.67,0.0,77000.0,360,830,0,37800.0,Urban,5.0,102500.0,Business Loan,0,1
Robert Rodriguez,43,Female,Married,Graduate,Salaried,180100.0,15008.33,19800.0,10000.0,36,590,3,1000.0,Rural,7.07,9400.0,Home Loan,3,1
Barbara Martinez,39,Female,Married,Not Graduate,Self-Employed,34500.0,2875.0,30700.0,171000.0,60,683,2,14000.0,Semiurban,63.5,277900.0,Home Loan,0,1
Susan Johnson,51,Male,Married,Graduate,Salaried,90700.0,7558.33,20900.0,69000.0,240,595,0,30000.0,Semiurban,5.0,9900.0,Personal Loan,1,1
Thomas Wilson,25,Male,Single,Not Graduate,Self-Employed,31500.0,2625.0,0.0,68000.0,120,637,0,22200.0,Rural,21.59,90400.0,Business Loan,0,1
Richard Hernandez,39,Male,Married,Post Graduate,Salaried,71500.0,5958.33,47300.0,273000.0,360,819,1,11500.0,Rural,10.69,225500.0,Home Loan,0,1
William Martinez,54,Male,Single,Graduate,Salaried,33200.0,2766.67,0.0,25000.0,36,703,1,4700.0,Semiurban,35.94,14400.0,Education Loan,3,1
Carlos Sharma,30,Male,Divorced,Graduate,Salaried,116800.0,9733.33,0.0,189000.0,360,702,1,24200.0,Semiurban,8.48,193800.0,Home Loan,2,1
Carlos Garcia,45,Male,Single,Post Graduate,Self-Employed,57100.0,4758.33,0.0,173000.0,360,605,0,10100.0,Semiurban,10.1,209900.0,Home Loan,1,1
Joseph Davis,22,Male,Married,Post Graduate,Business,29300.0,2441.67,20300.0,188000.0,36,646,1,8000.0,Urban,85.0,311400.0,Home Loan,2,1
David Sharma,31,Female,Married,Graduate,Business,31400.0,2616.67,14100.0,305000.0,12,826,1,15300.0,Rural,85.0,127700.0,Personal Loan,2,0
Jessica Gonzalez,51,Male,Married,Graduate,Salaried,50600.0,4216.67,25300.0,106000.0,360,720,0,46200.0,Semiurban,5.0,26900.0,Education Loan,1,1
Thomas Martinez,35,Female,Married,Graduate,Self-Employed,166700.0,13891.67,35800.0,305000.0,60,653,1,20100.0,Urban,31.9,544400.0,Home Loan,2,1
Patricia Smith,29,Female,Married,Graduate,Salaried,86100.0,7175.0,27200.0,22000.0,120,715,0,7300.0,Urban,5.0,11800.0,Personal Loan,0,1
Linda Smith,43,Female,Single,Not Graduate,Salaried,50200.0,4183.33,0.0,239000.0,180,701,0,3700.0,Urban,31.74,317600.0,Home Loan,1,1
John Gonzalez,39,Female,Single,Not Graduate,Salaried,38500.0,3208.33,0.0,313000.0,240,613,1,20700.0,Urban,50.0,416300.0,Auto Loan,2,1
Karen Sharma,29,Male,Single,Graduate,Self-Employed,55900.0,4658.33,0.0,10000.0,360,650,4,47400.0,Urban,26.36,17000.0,Home Loan,0,1
Joseph Sharma,55,Female,Married,Graduate,Salaried,82100.0,6841.67,6000.0,177000.0,36,850,0,31700.0,Urban,66.97,78700.0,Personal Loan,2,1
Ananya Garcia,41,Female,Married,Graduate,Salaried,88900.0,7408.33,46200.0,169000.0,48,711,0,7900.0,Urban,31.27,225900.0,Auto Loan,0,1
Susan Martinez,29,Male,Married,Graduate,Self-Employed,37700.0,3141.67,34700.0,186000.0,360,554,0,17200.0,Semiurban,8.56,70900.0,Personal Loan,2,1
Amit Wilson,48,Female,Single,Graduate,Self-Employed,77500.0,6458.33,0.0,334000.0,360,721,0,58000.0,Urban,14.37,345700.0,Home Loan,0,1
Ananya Johnson,66,Female,Single,Graduate,Salaried,68300.0,5691.67,0.0,111000.0,180,784,1,5900.0,Urban,16.11,186300.0,Home Loan,0,1
Richard Martinez,27,Male,Married,Graduate,Salaried,163900.0,13658.33,25900.0,73000.0,360,608,1,22800.0,Semiurban,5.0,97200.0,Auto Loan,0,1
Susan Hernandez,36,Male,Married,Graduate,Salaried,140400.0,11700.0,57200.0,187000.0,240,643,0,13200.0,Rural,5.0,262500.0,Business Loan,2,1
Ananya Williams,36,Male,Married,Graduate,Salaried,90100.0,7508.33,35700.0,281000.0,48,796,3,4000.0,Semiurban,64.43,62300.0,Education Loan,0,0
Michael Williams,53,Female,Divorced,Graduate,Self-Employed,77800.0,6483.33,0.0,230000.0,360,683,0,1500.0,Urban,9.85,255200.0,Business Loan,1,1
Joseph Miller,24,Female,Single,Graduate,Salaried,34400.0,2866.67,0.0,183000.0,60,669,2,24300.0,Semiurban,85.0,91800.0,Education Loan,1,1
Susan Hernandez,24,Female,Married,Graduate,Self-Employed,104200.0,8683.33,4800.0,159000.0,12,573,2,600.0,Urban,85.0,76300.0,Personal Loan,0,0
Joseph Lopez,59,Female,Married,Graduate,Business,45100.0,3758.33,21400.0,10000.0,60,766,1,3300.0,Urban,8.42,15800.0,Home Loan,4,1
Richard Johnson,60,Male,Single,Graduate,Salaried,34300.0,2858.33,0.0,233000.0,240,665,0,12800.0,Urban,33.97,252200.0,Home Loan,0,1
Jennifer Williams,37,Male,Single,Graduate,Unemployed,41800.0,3483.33,0.0,243000.0,360,506,1,1300.0,Semiurban,27.99,41300.0,Personal Loan,1,0
Charles Sharma,57,Female,Single,Not Graduate,Salaried,101300.0,8441.67,0.0,118000.0,48,554,1,15300.0,Semiurban,32.68,163100.0,Auto Loan,1,1
Carlos Miller,59,Female,Married,Post Graduate,Salaried,27200.0,2266.67,14300.0,138000.0,48,635,2,4200.0,Semiurban,85.0,195300.0,Business Loan,0,1
Robert Lopez,49,Female,Married,Not Graduate,Salaried,47400.0,3950.0,75800.0,86000.0,120,594,1,12900.0,Urban,9.9,79300.0,Home Loan,0,1
Elizabeth Miller,56,Male,Married,Graduate,Salaried,50500.0,4208.33,6600.0,258000.0,360,607,1,47000.0,Semiurban,21.37,54600.0,Personal Loan,2,0
Carlos Smith,58,Male,Divorced,Post Graduate,Salaried,21700.0,1808.33,0.0,147000.0,240,850,2,29500.0,Urban,67.05,252500.0,Auto Loan,3,1
Michael Garcia,59,Female,Married,Not Graduate,Salaried,29800.0,2483.33,11900.0,167000.0,120,737,4,17700.0,Urban,74.58,22700.0,Personal Loan,0,1
Barbara Rodriguez,57,Female,Single,Graduate,Self-Employed,98900.0,8241.67,0.0,237000.0,180,474,1,2900.0,Urban,19.62,402400.0,Home Loan,0,1
Thomas Gonzalez,55,Female,Married,Graduate,Business,99900.0,8325.0,11100.0,209000.0,48,655,2,29000.0,Semiurban,53.56,250600.0,Business Loan,4,1
Karen Rodriguez,27,Female,Married,Post Graduate,Self-Employed,35600.0,2966.67,6800.0,231000.0,60,673,1,5400.0,Urban,85.0,335700.0,Home Loan,0,0
Patricia Martinez,47,Male,Married,Graduate,Salaried,113500.0,9458.33,3500.0,196000.0,48,562,1,2400.0,Semiurban,44.96,38400.0,Education Loan,1,0
John Rodriguez,48,Female,Married,Graduate,Self-Employed,86500.0,7208.33,6600.0,198000.0,360,723,1,32700.0,Rural,10.96,105100.0,Education Loan,1,1
Richard Johnson,42,Female,Married,Not Graduate,Self-Employed,44400.0,3700.0,5300.0,197000.0,36,517,1,72900.0,Urban,85.0,31000.0,Personal Loan,0,0
Joseph Brown,34,Female,Single,Not Graduate,Business,82100.0,6841.67,0.0,221000.0,180,768,0,18500.0,Semiurban,17.95,118200.0,Personal Loan,1,1
Joseph Garcia,27,Female,Married,Graduate,Business,166400.0,13866.67,600.0,225000.0,48,795,1,1300.0,Urban,35.84,233600.0,Auto Loan,3,1
Mary Sharma,57,Male,Single,Graduate,Business,47600.0,3966.67,0.0,70000.0,60,850,1,63700.0,Urban,36.97,36700.0,Personal Loan,1,1
Linda Davis,42,Male,Single,Graduate,Salaried,32300.0,2691.67,0.0,126000.0,48,554,0,2100.0,Urban,85.0,209000.0,Home Loan,2,1
Thomas Lopez,25,Female,Single,Not Graduate,Self-Employed,148000.0,12333.33,0.0,162000.0,60,570,0,60600.0,Rural,21.89,64500.0,Education Loan,1,1
Charles Martinez,22,Male,Single,Graduate,Salaried,61700.0,5141.67,0.0,221000.0,48,735,2,14900.0,Urban,85.0,123500.0,Personal Loan,1,0
William Jones,47,Female,Single,Graduate,Unemployed,25000.0,2083.33,0.0,324000.0,240,775,1,13600.0,Semiurban,79.2,509800.0,Home Loan,0,1
Jennifer Brown,41,Male,Married,Not Graduate,Salaried,58300.0,4858.33,27600.0,107000.0,60,745,0,23500.0,Urban,24.91,48800.0,Personal Loan,2,1
Mary Hernandez,58,Female,Divorced,Graduate,Salaried,51200.0,4266.67,0.0,259000.0,240,766,2,94500.0,Rural,39.36,368800.0,Home Loan,0,1
Ananya Hernandez,35,Female,Single,Not Graduate,Salaried,107100.0,8925.0,0.0,129000.0,60,790,2,68700.0,Rural,30.81,222800.0,Home Loan,0,1
Richard Garcia,41,Female,Single,Graduate,Self-Employed,54000.0,4500.0,0.0,303000.0,120,696,1,19100.0,Semiurban,62.78,155200.0,Personal Loan,3,0
Robert Rodriguez,30,Male,Single,Graduate,Salaried,33300.0,2775.0,0.0,352000.0,120,663,0,35700.0,Rural,85.0,64500.0,Personal Loan,2,0
James Jones,43,Female,Single,Not Graduate,Salaried,70700.0,5891.67,0.0,23000.0,360,571,3,26100.0,Urban,16.36,8900.0,Personal Loan,3,1
Priya Jones,59,Male,Single,Graduate,Unemployed,55200.0,4600.0,0.0,151000.0,60,656,2,35500.0,Semiurban,67.75,82800.0,Education Loan,0,0
Jennifer Garcia,25,Male,Divorced,Graduate,Business,31900.0,2658.33,0.0,10000.0,48,668,0,53000.0,Semiurban,7.84,12100.0,Business Loan,2,1
Amit Verma,21,Female,Single,Graduate,Salaried,58400.0,4866.67,0.0,28000.0,360,604,0,1100.0,Semiurban,5.0,26800.0,Home Loan,1,1
Patricia Wilson,33,Female,Married,Not Graduate,Salaried,97600.0,8133.33,26700.0,34000.0,36,677,1,11800.0,Rural,12.01,37100.0,Home Loan,4,1
David Wilson,41,Female,Single,Post Graduate,Business,21300.0,1775.0,0.0,236000.0,360,595,1,96100.0,Urban,53.83,314000.0,Auto Loan,3,0
Ananya Miller,46,Male,Married,Post Graduate,Business,64800.0,5400.0,32800.0,219000.0,36,769,0,89500.0,Urban,74.8,201800.0,Auto Loan,4,1
William Miller,65,Male,Married,Graduate,Salaried,39400.0,3283.33,5800.0,252000.0,180,714,1,300.0,Urban,45.13,202500.0,Business Loan,3,1
John Williams,41,Male,Divorced,Graduate,Self-Employed,35600.0,2966.67,0.0,235000.0,36,643,1,6700.0,Rural,85.0,403600.0,Auto Loan,0,1
Linda Jones,38,Male,Married,Graduate,Salaried,42400.0,3533.33,17900.0,224000.0,360,695,2,152400.0,Rural,24.32,247500.0,Home Loan,2,1
Patricia Davis,57,Male,Single,Not Graduate,Business,38800.0,3233.33,0.0,190000.0,120,592,1,20400.0,Semiurban,58.25,37200.0,Personal Loan,0,0
Jennifer Johnson,65,Female,Single,Graduate,Self-Employed,100300.0,8358.33,0.0,168000.0,60,600,1,25500.0,Semiurban,37.09,251700.0,Business Loan,2,1
Karen Lopez,52,Male,Married,Post Graduate,Salaried,34500.0,2875.0,6000.0,272000.0,36,629,3,5500.0,Semiurban,85.0,44200.0,Education Loan,4,0
David Brown,56,Female,Single,Graduate,Salaried,79400.0,6616.67,0.0,181000.0,60,665,0,67400.0,Semiurban,45.59,259200.0,Home Loan,0,1
Joseph Garcia,37,Female,Married,Post Graduate,Business,24400.0,2033.33,47600.0,227000.0,240,691,0,7900.0,Urban,15.76,63700.0,Personal Loan,1,1
Priya Smith,55,Female,Single,Not Graduate,Self-Employed,156100.0,13008.33,0.0,10000.0,60,692,2,6300.0,Semiurban,5.89,16600.0,Home Loan,2,1
Ananya Garcia,31,Female,Single,Not Graduate,Salaried,63800.0,5316.67,0.0,74000.0,48,574,0,7800.0,Semiurban,29.0,26200.0,Personal Loan,0,1
Charles Wilson,41,Female,Married,Graduate,Self-Employed,75200.0,6266.67,800.0,268000.0,120,674,2,75600.0,Semiurban,44.74,316600.0,Home Loan,0,1
Carlos Johnson,46,Male,Married,Graduate,Self-Employed,35900.0,2991.67,15300.0,120000.0,60,615,0,36400.0,Urban,46.87,67400.0,Education Loan,0,0
Joseph Hernandez,24,Male,Married,Graduate,Salaried,43900.0,3658.33,24400.0,54000.0,36,407,0,43900.0,Semiurban,26.35,81000.0,Auto Loan,0,1
Linda Martinez,54,Male,Single,Graduate,Self-Employed,31400.0,2616.67,0.0,238000.0,36,850,3,14200.0,Rural,85.0,331700.0,Business Loan,1,1
Charles Gonzalez,38,Female,Married,Graduate,Self-Employed,141300.0,11775.0,2400.0,180000.0,240,616,1,72000.0,Semiurban,8.77,62800.0,Education Loan,1,1
Barbara Jones,60,Female,Single,Graduate,Business,50100.0,4175.0,0.0,143000.0,360,621,1,46700.0,Semiurban,16.7,204200.0,Home Loan,0,1
Jennifer Martinez,55,Male,Single,Graduate,Salaried,64800.0,5400.0,0.0,316000.0,48,572,0,41700.0,Semiurban,85.0,530400.0,Auto Loan,3,1
Priya Brown,61,Female,Married,Not Graduate,Salaried,79600.0,6633.33,8700.0,300000.0,240,595,0,106200.0,Semiurban,16.99,416100.0,Business Loan,1,1
Charles Brown,49,Female,Single,Not Graduate,Salaried,40900.0,3408.33,0.0,163000.0,24,665,2,13700.0,Urban,85.0,85500.0,Personal Loan,1,1
James Brown,49,Male,Single,Graduate,Self-Employed,77300.0,6441.67,0.0,245000.0,60,788,0,28300.0,Semiurban,63.39,326400.0,Auto Loan,0,1
Thomas Lopez,58,Female,Single,Post Graduate,Self-Employed,70700.0,5891.67,0.0,10000.0,120,664,1,72200.0,Semiurban,6.51,4700.0,Personal Loan,1,1
Joseph Smith,62,Male,Single,Graduate,Business,75000.0,6250.0,0.0,278000.0,48,654,0,46900.0,Semiurban,85.0,286400.0,Auto Loan,0,0
Susan Verma,41,Male,Single,Graduate,Self-Employed,50200.0,4183.33,0.0,82000.0,120,776,0,24900.0,Semiurban,16.33,38900.0,Personal Loan,2,1
Jennifer Jones,62,Female,Single,Graduate,Salaried,41700.0,3475.0,0.0,49000.0,360,638,2,2400.0,Semiurban,21.18,27100.0,Personal Loan,1,1
David Sharma,33,Male,Single,Not Graduate,Unemployed,31300.0,2608.33,0.0,19000.0,360,682,2,31700.0,Semiurban,25.03,18400.0,Home Loan,0,1
Patricia Gonzalez,61,Female,Single,Graduate,Salaried,98300.0,8191.67,0.0,12000.0,36,606,1,22400.0,Semiurban,7.73,14900.0,Home Loan,3,1
David Williams,37,Male,Married,Graduate,Business,62200.0,5183.33,2400.0,277000.0,48,815,1,6100.0,Rural,85.0,260900.0,Home Loan,1,0
James Garcia,29,Male,Single,Not Graduate,Salaried,46400.0,3866.67,0.0,237000.0,360,764,1,64200.0,Semiurban,24.78,392400.0,Home Loan,0,1
Sarah Davis,61,Female,Single,Graduate,Self-Employed,149700.0,12475.0,0.0,111000.0,48,668,1,12600.0,Rural,20.94,58900.0,Personal Loan,3,1
Elizabeth Jones,21,Male,Single,Not Graduate,Self-Employed,22200.0,1850.0,0.0,257000.0,180,648,1,14700.0,Semiurban,85.0,373700.0,Home Loan,0,0
Amit Martinez,22,Male,Married,Post Graduate,Self-Employed,105400.0,8783.33,19800.0,126000.0,48,677,0,33500.0,Urban,25.16,177300.0,Home Loan,2,1
Barbara Johnson,49,Male,Married,Post Graduate,Salaried,291100.0,24258.33,8800.0,209000.0,60,669,0,20100.0,Rural,13.94,266000.0,Business Loan,1,1
Richard Davis,53,Female,Married,Graduate,Salaried,118100.0,9841.67,7800.0,137000.0,36,556,3,2800.0,Semiurban,44.85,147700.0,Business Loan,0,1
Mary Brown,30,Male,Married,Graduate,Self-Employed,94800.0,7900.0,500.0,169000.0,360,767,0,14700.0,Rural,5.91,203500.0,Business Loan,4,1
James Sharma,60,Male,Married,Graduate,Business,41100.0,3425.0,13900.0,98000.0,360,662,0,3000.0,Semiurban,5.94,37200.0,Education Loan,1,0
Robert Rodriguez,41,Male,Married,Graduate,Salaried,31800.0,2650.0,13200.0,112000.0,48,832,1,6300.0,Urban,70.22,174900.0,Home Loan,0,1
Thomas Rodriguez,48,Male,Married,Graduate,Business,79700.0,6641.67,3400.0,229000.0,360,714,1,200.0,Urban,13.52,352400.0,Home Loan,3,1
David Sharma,31,Female,Single,Graduate,Salaried,36300.0,3025.0,0.0,243000.0,60,478,1,6000.0,Semiurban,85.0,376600.0,Home Loan,1,0
Ananya Garcia,54,Female,Single,Post Graduate,Salaried,28700.0,2391.67,0.0,143000.0,24,577,0,12000.0,Rural,85.0,31900.0,Education Loan,2,0
Amit Williams,28,Male,Single,Post Graduate,Self-Employed,89500.0,7458.33,0.0,43000.0,240,508,4,23200.0,Semiurban,18.49,38700.0,Business Loan,2,1
Thomas Jones,42,Female,Divorced,Graduate,Self-Employed,36900.0,3075.0,0.0,402000.0,120,576,1,75500.0,Urban,85.0,667900.0,Home Loan,0,0
Barbara Johnson,28,Male,Married,Graduate,Unemployed,130600.0,10883.33,16100.0,183000.0,48,549,2,23300.0,Semiurban,36.09,299600.0,Home Loan,0,1
Susan Jones,35,Female,Married,Graduate,Self-Employed,102600.0,8550.0,28000.0,208000.0,48,700,0,36700.0,Semiurban,39.82,308100.0,Auto Loan,0,1
Ananya Hernandez,37,Female,Single,Graduate,Salaried,104700.0,8725.0,0.0,66000.0,360,655,0,13300.0,Urban,5.0,92800.0,Home Loan,2,1
William Johnson,43,Male,Married,Not Graduate,Salaried,86400.0,7200.0,4900.0,289000.0,360,739,0,41800.0,Urban,10.55,75500.0,Personal Loan,0,1
Barbara Williams,44,Female,Single,Not Graduate,Salaried,115700.0,9641.67,0.0,303000.0,360,677,0,29100.0,Urban,8.73,140800.0,Education Loan,0,1
John Smith,65,Female,Single,Post Graduate,Salaried,93700.0,7808.33,0.0,26000.0,36,661,0,18500.0,Urban,9.25,5600.0,Personal Loan,0,1
Linda Verma,39,Male,Married,Not Graduate,Self-Employed,61500.0,5125.0,22000.0,171000.0,240,840,0,6500.0,Urban,10.24,53700.0,Education Loan,0,1
Priya Lopez,25,Male,Married,Graduate,Salaried,35800.0,2983.33,18600.0,164000.0,48,698,1,10900.0,Urban,81.99,89400.0,Personal Loan,1,0
Linda Hernandez,52,Male,Single,Not Graduate,Salaried,118600.0,9883.33,0.0,395000.0,360,674,1,29100.0,Rural,14.14,435800.0,Auto Loan,3,1
William Jones,64,Female,Married,Graduate,Salaried,102600.0,8550.0,700.0,310000.0,24,612,2,16700.0,Urban,85.0,331900.0,Business Loan,0,0
Susan Lopez,21,Female,Single,Graduate,Salaried,48800.0,4066.67,0.0,49000.0,60,586,0,66100.0,Urban,20.08,11400.0,Personal Loan,0,1
John Jones,43,Female,Divorced,Graduate,Salaried,21800.0,1816.67,0.0,114000.0,60,742,1,8000.0,Urban,85.0,150500.0,Auto Loan,2,1
Robert Jones,57,Female,Single,Graduate,Business,65800.0,5483.33,0.0,100000.0,360,737,0,2300.0,Semiurban,5.07,178800.0,Auto Loan,0,1
Charles Hernandez,28,Female,Single,Graduate,Self-Employed,22300.0,1858.33,0.0,213000.0,240,806,1,26700.0,Semiurban,63.9,344000.0,Business Loan,3,1
Susan Martinez,33,Female,Single,Graduate,Self-Employed,137300.0,11441.67,0.0,321000.0,60,718,1,65200.0,Urban,49.38,544900.0,Home Loan,1,1
Patricia Rodriguez,28,Female,Single,Post Graduate,Self-Employed,166700.0,13891.67,0.0,190000.0,120,649,1,13600.0,Semiurban,13.56,270000.0,Home Loan,0,1
Richard Martinez,43,Male,Single,Graduate,Salaried,29500.0,2458.33,0.0,225000.0,360,721,2,31300.0,Semiurban,49.83,75000.0,Personal Loan,4,0
Carlos Johnson,63,Female,Married,Graduate,Business,70800.0,5900.0,19700.0,120000.0,12,674,2,7900.0,Urban,85.0,20600.0,Education Loan,0,0
Linda Davis,21,Female,Married,Graduate,Salaried,24400.0,2033.33,7200.0,225000.0,360,749,1,24500.0,Semiurban,35.13,112500.0,Education Loan,0,1
Michael Davis,65,Male,Married,Not Graduate,Salaried,78800.0,6566.67,68900.0,138000.0,360,787,2,46400.0,Semiurban,7.99,236900.0,Home Loan,0,1
Susan Verma,44,Female,Single,Graduate,Self-Employed,39200.0,3266.67,0.0,32000.0,12,667,1,60500.0,Urban,85.0,50000.0,Home Loan,4,1
Charles Gonzalez,55,Male,Married,Post Graduate,Salaried,71400.0,5950.0,2900.0,219000.0,12,821,2,3300.0,Semiurban,85.0,42900.0,Education Loan,2,0
Jennifer Smith,44,Male,Single,Post Graduate,Self-Employed,41000.0,3416.67,0.0,179000.0,60,775,1,13200.0,Rural,85.0,233200.0,Home Loan,0,1
Amit Sharma,37,Female,Single,Graduate,Salaried,27100.0,2258.33,0.0,81000.0,24,681,1,30600.0,Semiurban,85.0,95900.0,Home Loan,2,0
Joseph Smith,25,Male,Married,Not Graduate,Self-Employed,43400.0,3616.67,15300.0,328000.0,60,734,1,1100.0,Urban,85.0,307100.0,Home Loan,1,0
Carlos Smith,40,Male,Married,Graduate,Salaried,25400.0,2116.67,36900.0,111000.0,240,704,0,35200.0,Rural,8.91,128400.0,Home Loan,0,1
James Sharma,41,Male,Single,Graduate,Salaried,58700.0,4891.67,0.0,235000.0,120,682,1,22500.0,Semiurban,46.17,396900.0,Auto Loan,2,1
Amit Johnson,60,Female,Single,Not Graduate,Self-Employed,21900.0,1825.0,0.0,147000.0,36,833,3,10200.0,Urban,85.0,21700.0,Personal Loan,2,0
Susan Jones,51,Male,Divorced,Graduate,Salaried,53700.0,4475.0,0.0,319000.0,180,721,1,50600.0,Urban,46.31,181900.0,Personal Loan,1,0
Linda Davis,66,Female,Single,Graduate,Salaried,117900.0,9825.0,0.0,159000.0,180,613,0,10300.0,Semiurban,8.99,67200.0,Education Loan,0,1
Charles Miller,56,Male,Married,Graduate,Salaried,101900.0,8491.67,30300.0,29000.0,360,598,0,142700.0,Rural,5.0,41100.0,Home Loan,0,1
Charles Garcia,31,Female,Married,Graduate,Self-Employed,116500.0,9708.33,22000.0,253000.0,36,601,2,50800.0,Urban,66.09,307700.0,Home Loan,2,1
Jennifer Williams,35,Female,Single,Post Graduate,Self-Employed,134800.0,11233.33,0.0,319000.0,180,719,3,36900.0,Urban,23.79,415700.0,Business Loan,2,1
Michael Williams,39,Male,Single,Graduate,Salaried,25000.0,2083.33,0.0,142000.0,360,653,0,1900.0,Semiurban,18.93,212700.0,Business Loan,1,1
Linda Martinez,27,Male,Single,Not Graduate,Unemployed,26200.0,2183.33,0.0,241000.0,120,707,2,70400.0,Rural,85.0,305400.0,Home Loan,2,1
Karen Sharma,48,Male,Married,Graduate,Business,56600.0,4716.67,30600.0,192000.0,60,755,2,46800.0,Urban,52.29,190300.0,Home Loan,2,1
Joseph Gonzalez,63,Female,Married,Not Graduate,Self-Employed,121000.0,10083.33,8700.0,146000.0,36,842,0,7800.0,Rural,37.52,192800.0,Home Loan,2,1
James Brown,25,Male,Married,Graduate,Self-Employed,184800.0,15400.0,7100.0,256000.0,360,655,2,14900.0,Semiurban,8.2,296000.0,Auto Loan,0,1
Michael Hernandez,25,Male,Divorced,Graduate,Salaried,22100.0,1841.67,0.0,108000.0,60,567,0,9400.0,Semiurban,85.0,117800.0,Home Loan,0,0
Patricia Gonzalez,50,Male,Married,Post Graduate,Self-Employed,39800.0,3316.67,200.0,183000.0,360,823,1,124800.0,Semiurban,24.25,74800.0,Personal Loan,1,0
Jennifer Rodriguez,52,Male,Married,Graduate,Salaried,30800.0,2566.67,1700.0,203000.0,360,563,1,57800.0,Urban,31.9,251500.0,Home Loan,0,1
James Gonzalez,28,Male,Married,Graduate,Salaried,83500.0,6958.33,2700.0,200000.0,60,560,1,79900.0,Semiurban,50.58,337300.0,Business Loan,2,1
Robert Hernandez,30,Female,Married,Graduate,Unemployed,66000.0,5500.0,4100.0,110000.0,120,821,1,46600.0,Rural,20.83,39100.0,Personal Loan,3,1
Amit Smith,58,Female,Married,Not Graduate,Self-Employed,25700.0,2141.67,14300.0,365000.0,12,765,1,18300.0,Urban,85.0,126000.0,Personal Loan,0,0
Patricia Garcia,67,Male,Married,Graduate,Salaried,49700.0,4141.67,97200.0,294000.0,48,719,2,6900.0,Semiurban,54.94,373800.0,Home Loan,3,1
Mary Martinez,52,Female,Married,Post Graduate,Salaried,72000.0,6000.0,21100.0,269000.0,240,676,2,7000.0,Urban,22.18,215700.0,Home Loan,1,1
Robert Hernandez,48,Male,Single,Graduate,Self-Employed,87900.0,7325.0,0.0,309000.0,180,661,2,4900.0,Urban,31.63,352400.0,Auto Loan,1,1
Elizabeth Smith,37,Female,Married,Graduate,Salaried,20900.0,1741.67,14900.0,186000.0,60,628,1,23700.0,Semiurban,85.0,300100.0,Business Loan,1,1
Priya Garcia,51,Female,Single,Not Graduate,Salaried,119500.0,9958.33,0.0,147000.0,360,657,0,75800.0,Urban,5.0,174700.0,Auto Loan,0,1
Richard Sharma,28,Female,Single,Not Graduate,Salaried,57900.0,4825.0,0.0,82000.0,48,676,1,144100.0,Semiurban,41.62,111800.0,Auto Loan,0,1
Joseph Brown,60,Female,Single,Post Graduate,Salaried,95200.0,7933.33,0.0,117000.0,60,570,2,10200.0,Urban,32.14,117600.0,Home Loan,1,1
Richard Davis,45,Male,Married,Post Graduate,Self-Employed,94200.0,7850.0,11600.0,89000.0,60,614,0,35900.0,Rural,16.82,152700.0,Auto Loan,3,1
